smiles,atc_level1,atc_numeric
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,R - RESPIRATORY SYSTEM,11
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C - CARDIOVASCULAR SYSTEM,2
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,N - NERVOUS SYSTEM,9
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
OCC(O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
OCC(O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,A - ALIMENTARY TRACT AND METABOLISM,0
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,A - ALIMENTARY TRACT AND METABOLISM,0
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,A - ALIMENTARY TRACT AND METABOLISM,0
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,N - NERVOUS SYSTEM,9
CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,B - BLOOD AND BLOOD FORMING ORGANS,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,B - BLOOD AND BLOOD FORMING ORGANS,1
CNCCCC12CCC(c3ccccc31)c1ccccc12,N - NERVOUS SYSTEM,9
CCN1C(=O)NC(c2ccccc2)C1=O,N - NERVOUS SYSTEM,9
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,C - CARDIOVASCULAR SYSTEM,2
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,N - NERVOUS SYSTEM,9
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,C - CARDIOVASCULAR SYSTEM,2
Sc1ncnc2[nH]ncc12,M - MUSCULO-SKELETAL SYSTEM,8
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,D - DERMATOLOGICALS,3
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CNCCc1ccccn1,N - NERVOUS SYSTEM,9
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,C - CARDIOVASCULAR SYSTEM,2
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(O)/C=C/C(=O)O,D - DERMATOLOGICALS,3
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
c1ccc2c(c1)CCCC2C1=NCCN1,S - SENSORY ORGANS,12
c1ccc2c(c1)CCCC2C1=NCCN1,R - RESPIRATORY SYSTEM,11
c1ccc2c(c1)CCCC2C1=NCCN1,R - RESPIRATORY SYSTEM,11
c1ccc2c(c1)CCCC2C1=NCCN1,S - SENSORY ORGANS,12
CC(C)(CO)[C@@H](O)C(=O)NCCCO,D - DERMATOLOGICALS,3
CC(C)(CO)[C@@H](O)C(=O)NCCCO,A - ALIMENTARY TRACT AND METABOLISM,0
CC(C)(CO)[C@@H](O)C(=O)NCCCO,S - SENSORY ORGANS,12
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[N+](C)(C)CC(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,N - NERVOUS SYSTEM,9
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,S - SENSORY ORGANS,12
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,M - MUSCULO-SKELETAL SYSTEM,8
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,N - NERVOUS SYSTEM,9
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,R - RESPIRATORY SYSTEM,11
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,R - RESPIRATORY SYSTEM,11
Cc1cc(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
Cc1cc(=O)n(-c2ccccc2)n1C,S - SENSORY ORGANS,12
Cc1cc(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
Cc1cc(=O)n(-c2ccccc2)n1C,N - NERVOUS SYSTEM,9
CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,N - NERVOUS SYSTEM,9
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
N=C(N)N1CCc2ccccc2C1,C - CARDIOVASCULAR SYSTEM,2
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O,A - ALIMENTARY TRACT AND METABOLISM,0
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,D - DERMATOLOGICALS,3
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,S - SENSORY ORGANS,12
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,M - MUSCULO-SKELETAL SYSTEM,8
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,M - MUSCULO-SKELETAL SYSTEM,8
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,D - DERMATOLOGICALS,3
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,D - DERMATOLOGICALS,3
CCCCOc1ccc(CC(=O)NO)cc1,M - MUSCULO-SKELETAL SYSTEM,8
CCCCOc1ccc(CC(=O)NO)cc1,M - MUSCULO-SKELETAL SYSTEM,8
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,C - CARDIOVASCULAR SYSTEM,2
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,R - RESPIRATORY SYSTEM,11
CN(C)CCC=C1c2ccccc2CCc2ccccc21,N - NERVOUS SYSTEM,9
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],C - CARDIOVASCULAR SYSTEM,2
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],D - DERMATOLOGICALS,3
O=C([O-])[O-].[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
O=C([O-])[O-].[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,C - CARDIOVASCULAR SYSTEM,2
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,D - DERMATOLOGICALS,3
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,A - ALIMENTARY TRACT AND METABOLISM,0
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,R - RESPIRATORY SYSTEM,11
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,S - SENSORY ORGANS,12
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,N - NERVOUS SYSTEM,9
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,A - ALIMENTARY TRACT AND METABOLISM,0
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,A - ALIMENTARY TRACT AND METABOLISM,0
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,R - RESPIRATORY SYSTEM,11
NCCCC(N)(C(=O)O)C(F)F,D - DERMATOLOGICALS,3
NCCCC(N)(C(=O)O)C(F)F,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,N - NERVOUS SYSTEM,9
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,M - MUSCULO-SKELETAL SYSTEM,8
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
OB(O)O,S - SENSORY ORGANS,12
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,D - DERMATOLOGICALS,3
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,M - MUSCULO-SKELETAL SYSTEM,8
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,M - MUSCULO-SKELETAL SYSTEM,8
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,S - SENSORY ORGANS,12
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,N - NERVOUS SYSTEM,9
CC(N)C12CC3CC(CC(C3)C1)C2,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,R - RESPIRATORY SYSTEM,11
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,D - DERMATOLOGICALS,3
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,D - DERMATOLOGICALS,3
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,N - NERVOUS SYSTEM,9
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,A - ALIMENTARY TRACT AND METABOLISM,0
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,A - ALIMENTARY TRACT AND METABOLISM,0
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,N - NERVOUS SYSTEM,9
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,R - RESPIRATORY SYSTEM,11
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,D - DERMATOLOGICALS,3
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,C - CARDIOVASCULAR SYSTEM,2
CCN(CC)C(=O)c1ccc(O)c(OC)c1,R - RESPIRATORY SYSTEM,11
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,N - NERVOUS SYSTEM,9
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,S - SENSORY ORGANS,12
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,R - RESPIRATORY SYSTEM,11
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,D - DERMATOLOGICALS,3
N=C(N)NCCN1CCCCCCC1,S - SENSORY ORGANS,12
N=C(N)NCCN1CCCCCCC1,C - CARDIOVASCULAR SYSTEM,2
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCN(Cc1cccs1)c1ccccn1,R - RESPIRATORY SYSTEM,11
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,S - SENSORY ORGANS,12
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,D - DERMATOLOGICALS,3
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,D - DERMATOLOGICALS,3
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,R - RESPIRATORY SYSTEM,11
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,S - SENSORY ORGANS,12
CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,C - CARDIOVASCULAR SYSTEM,2
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,C - CARDIOVASCULAR SYSTEM,2
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,R - RESPIRATORY SYSTEM,11
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,R - RESPIRATORY SYSTEM,11
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,M - MUSCULO-SKELETAL SYSTEM,8
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
